id,event_date,event_name,category,place,location,point,start,end,start_mo,start_year,end_mo,end_year,lon,lat
106,2015-05-01-2025-05-01,Broń i Barwa w Polsce,Wystawy stałe, al. 3 Maja 1 Krakow,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, małopolskie, 30-062, RP","[50.06043135, 19.9236201200417]",2015/05/01,2025/05/01,5,2015,5.0,2025.0,50.06043135,19.9236201200417
332,2016-07-01-2050-12-31,Stała wystawa Muzeum Lotnictwa Polskiego,Wystawy stałe, al. Jana Pawła II 39 Krakow,"39, Aleja Jana Pawła II, Mogiła, Nowa Huta, Kraków, małopolskie, 31-864, RP","[50.07707905, 19.9898487754398]",2016/07/01,2050/12/31,7,2016,12.0,2050.0,50.07707905,19.9898487754398
333,2016-07-01-2050-07-01,Cyberteka. Kraków – czas i przestrzeń,Wystawy stałe,"Pałac Krzysztofory, Rynek Główny 35","Pałac Pod Krzysztofory, 35, Rynek Główny, Stare Miasto, Kraków, małopolskie, 31-013, RP","[50.0628919, 19.9363629584546]",2016/07/01,2050/07/01,7,2016,7.0,2050.0,50.0628919,19.9363629584546
334,2016-07-01-2050-07-01,Peruwiańskie zbiory Władysława Klugera,Wystawy stałe,"Muzeum Archeologiczne, ul. Poselska 3","Muzeum Archeologiczne, Poselska, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0575486, 19.9359363129697]",2016/07/01,2050/07/01,7,2016,7.0,2050.0,50.0575486,19.9359363129697
335,2016-07-01-2050-12-31,Pradzieje i wczesne średniowiecze Małopolski,Wystawy stałe,"Muzeum Archeologiczne, ul. Poselska 3","Muzeum Archeologiczne, Poselska, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0575486, 19.9359363129697]",2016/07/01,2050/12/31,7,2016,12.0,2050.0,50.0575486,19.9359363129697
336,2016-07-01-2050-07-01,Skrzydła Wielkiej Wojny,Wystawy stałe, al. Jana Pawła II 39 Krakow,"39, Aleja Jana Pawła II, Mogiła, Nowa Huta, Kraków, małopolskie, 31-864, RP","[50.07707905, 19.9898487754398]",2016/07/01,2050/07/01,7,2016,7.0,2050.0,50.07707905,19.9898487754398
339,2016-07-01-2050-12-31,Stała wystawa Muzeum Uniwersytetu Jagiellońskiego,Wystawy stałe,"Muzeum Uniwersytetu Jagiellońskiego, ul. Jagiellońska 15","Muzeum Uniwersytetu Jagiellońskiego, Jagiellońska, Stare Miasto, Kraków, małopolskie, 31-010, RP","[50.0615617, 19.9337367]",2016/07/01,2050/12/31,7,2016,12.0,2050.0,50.0615617,19.9337367
341,2016-07-01-2050-07-01,Bogowie Starożytnego Egiptu,Wystawy stałe,"Muzeum Archeologiczne, ul. Poselska 3","Muzeum Archeologiczne, Poselska, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0575486, 19.9359363129697]",2016/07/01,2050/07/01,7,2016,7.0,2050.0,50.0575486,19.9359363129697
342,2016-07-01-2050-07-01,Wystawa w Muzeum Katedralnym,Wystawy stałe, Wawel 3 Krakow,"Wawel, Stare Miasto, Kraków, małopolskie, 31-001, RP","[50.0539361, 19.9348092]",2016/07/01,2050/07/01,7,2016,7.0,2050.0,50.0539361,19.9348092
344,2016-07-01-2050-12-01,Mieszkanie przedmiejskie przed stu laty,Wystawy stałe,"Dom Zwierzyniecki, ul. Królowej Jadwigi 41","Dom Zwierzyniecki, 41, Królowej Jadwigi, Salwator, Zwierzyniec, Kraków, małopolskie, 30-209, RP","[50.0550023, 19.908853]",2016/07/01,2050/12/01,7,2016,12.0,2050.0,50.0550023,19.908853
346,2016-07-01-2050-07-01,Nieobjęta ziemia,Wystawy stałe, ul. Krakowska 46 Krakow,"Krakowska, Kazimierz, Stare Miasto, Kraków, małopolskie, 30-510, RP","[50.0461389, 19.9443497]",2016/07/01,2050/07/01,7,2016,7.0,2050.0,50.0461389,19.9443497
347,2016-07-01-2050-12-31,Dzieje najstarsze i stare gmachu Muzeum Archeologicznego w Krakowie,Wystawy stałe,"Muzeum Archeologiczne, ul. Poselska 3","Muzeum Archeologiczne, Poselska, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0575486, 19.9359363129697]",2016/07/01,2050/12/31,7,2016,12.0,2050.0,50.0575486,19.9359363129697
349,2016-07-01-2050-12-31,Kraków na wyciągnięcie ręki,Wystawy stałe, ul. Kanonicza 17 Krakow,"Pałac Biskupa Erazma Ciołka, 17, Kanonicza, Stare Miasto, Kraków, małopolskie, 30-001, RP","[50.05628765, 19.9372512407447]",2016/07/01,2050/12/31,7,2016,12.0,2050.0,50.05628765,19.9372512407447
351,2016-09-02-2020-12-31,Nauki dawne i niedawne,Wystawy czasowe,"Muzeum Uniwersytetu Jagiellońskiego, ul. Jagiellońska 15","Muzeum Uniwersytetu Jagiellońskiego, Jagiellońska, Stare Miasto, Kraków, małopolskie, 31-010, RP","[50.0615617, 19.9337367]",2016/09/02,2020/12/31,9,2016,12.0,2020.0,50.0615617,19.9337367
352,2016-10-07-2025-12-31,Galeria Zdzisława Beksińskiego,Wystawy stałe, al. Jana Pawła II 232 Krakow,"Marchewka Bistro, 232, Aleja Jana Pawła II, Mogiła, Nowa Huta, Kraków, małopolskie, 31-913, RP","[50.0702498, 20.034565]",2016/10/07,2025/12/31,10,2016,12.0,2025.0,50.0702498,20.034565
353,2016-11-14-2020-01-30,Mieszczański dom,Wystawy stałe,"Kamienica Hipolitów, pl. Mariacki 3","Kamienica Hipolitów, Plac Mariacki, Stare Miasto, Kraków, małopolskie, 31-000, RP","[50.06193635, 19.9401069719289]",2016/11/14,2020/01/30,11,2016,1.0,2020.0,50.06193635,19.9401069719289
355,2017-05-19-2019-04-28,Leonardo da Vinci. Dama z gronostajem,Wystawy czasowe, al. 3 Maja 1 Krakow,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, małopolskie, 30-062, RP","[50.06043135, 19.9236201200417]",2017/05/19,2019/04/28,5,2017,4.0,2019.0,50.06043135,19.9236201200417
356,2017-07-03-2042-10-31,Ogród Nadziei,Pozostałe,  Krakow,"Kraków, małopolskie, RP","[50.04691015, 19.9970637622827]",2017/07/03,2042/10/31,7,2017,10.0,2042.0,50.04691015,19.9970637622827
357,2017-11-28-2019-04-28,Wyspiański,Wystawy czasowe, al. 3 Maja 1 Krakow,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, małopolskie, 30-062, RP","[50.06043135, 19.9236201200417]",2017/11/28,2019/04/28,11,2017,4.0,2019.0,50.06043135,19.9236201200417
359,2018-01-13-2030-01-13,Thesaurus Cracoviensis,Wystawy stałe, Księcia Józefa 337 Krakow,"337, Księcia Józefa, Bielany, Zwierzyniec, Kraków, małopolskie, 30-243, RP","[50.04424855, 19.8247815460502]",2018/01/13,2030/01/13,1,2018,1.0,2030.0,50.04424855,19.8247815460502
360,2018-04-26-2035-12-31,Miasto pod kopcem Kraka,Wystawy stałe, Powstańców Wielkopolskich 1 Krakow,"1, Powstańców Wielkopolskich, Podgórze, Kraków, małopolskie, 30-553, RP","[50.0424158, 19.9610968]",2018/04/26,2035/12/31,4,2018,12.0,2035.0,50.0424158,19.9610968
361,2018-04-26-2019-04-05,W klasztornym skryptorium,Wystawy czasowe, ul. Benedyktyńska 37 Krakow,"Benedyktyńska, Tyniec, Dębniki, Kraków, małopolskie, 30-398, RP","[50.0157445, 19.8089236]",2018/04/26,2019/04/05,4,2018,4.0,2019.0,50.0157445,19.8089236
362,2018-04-28-2022-04-28,Tadeusz Kantor. Odsłona czwarta. Rzeźba,Wystawy stałe, ul. Nadwiślańska 2 Krakow,"Nadwiślańska, Podgórze, Kraków, małopolskie, 30-527, RP","[50.048087, 19.9543259]",2018/04/28,2022/04/28,4,2018,4.0,2022.0,50.048087,19.9543259
364,2018-04-20-2019-12-22,Sytuacja się zmieniła,Wystawy czasowe, al. 3 Maja 1 Krakow,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, małopolskie, 30-062, RP","[50.06043135, 19.9236201200417]",2018/04/20,2019/12/22,4,2018,12.0,2019.0,50.06043135,19.9236201200417
365,2018-06-22-2019-06-02,Kraków 1900,Wystawy czasowe, pl. Szczepański 9 Krakow,"Muzeum Stanisława Wyspiańskiego, 9, Plac Szczepański, Stare Miasto, Kraków, małopolskie, 31-011, RP","[50.0633496, 19.935964]",2018/06/22,2019/06/02,6,2018,6.0,2019.0,50.0633496,19.935964
367,2018-09-21-2020-09-20,Karol Wojtyła Trentino,Wystawy stałe, ul. Totus Tuus 34 Krakow,"Przystań Papieska, 34, Totus Tuus, Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie, 30-608, RP","[50.0132759, 19.935852]",2018/09/21,2020/09/20,9,2018,9.0,2020.0,50.0132759,19.935852
368,2018-09-12-2019-07-07,Pomyśl o pseudonimie dla siebie,Wystawy czasowe,"Fabryka Emalia Oskara Schindlera, ul. Lipowa 4","Fabryka Schindlera, 4, Lipowa, Zabłocie, Podgórze, Kraków, małopolskie, 30-702, RP","[50.04743905, 19.961600804004]",2018/09/12,2019/07/07,9,2018,7.0,2019.0,50.04743905,19.961600804004
370,2018-10-10-2019-03-24,Osiedleni. Teatralne,Wystawy czasowe, os. Słoneczne 16 Krakow,"Historical Museum of Krakow, Department of History of Nowa Huta, 16, Osiedle Słoneczne, Słoneczne, Nowa Huta, Kraków, małopolskie, 31-958, RP","[50.0771546, 20.0393941]",2018/10/10,2019/03/24,10,2018,3.0,2019.0,50.0771546,20.0393941
371,2018-10-16-2020-05-18,Nasz Papież,Wystawy czasowe, ul. Totus Tuus 30 Krakow,"Totus Tuus, Łagiewniki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie, 30-607, RP","[50.0144972, 19.9423784]",2018/10/16,2020/05/18,10,2018,5.0,2020.0,50.0144972,19.9423784
376,2018-10-31-2019-03-24,Wieża Pamięci,Wystawy czasowe, Powstańców Wielkopolskich 1 Krakow,"1, Powstańców Wielkopolskich, Podgórze, Kraków, małopolskie, 30-553, RP","[50.0424158, 19.9610968]",2018/10/31,2019/03/24,10,2018,3.0,2019.0,50.0424158,19.9610968
377,2018-10-31-2019-03-24,Wolność przyszła z Podgórza,Wystawy czasowe, Powstańców Wielkopolskich 1 Krakow,"1, Powstańców Wielkopolskich, Podgórze, Kraków, małopolskie, 30-553, RP","[50.0424158, 19.9610968]",2018/10/31,2019/03/24,10,2018,3.0,2019.0,50.0424158,19.9610968
379,2018-11-07-2019-04-14,Polonia Sacra,Wystawy czasowe, Wawel 3 Krakow,"Wawel, Stare Miasto, Kraków, małopolskie, 31-001, RP","[50.0539361, 19.9348092]",2018/11/07,2019/04/14,11,2018,4.0,2019.0,50.0539361,19.9348092
380,2018-11-15-2019-08-15,Re-Generation. Życie żydowskie w Polsce,Wystawy czasowe,"Żydowskie Muzeum Galicja, ul. Dajwór 18","Żydowskie Muzeum Galicja, 18, Dajwór, Kazimierz, Stare Miasto, Kraków, małopolskie, 31060, RP","[50.0508571, 19.9496775]",2018/11/15,2019/08/15,11,2018,8.0,2019.0,50.0508571,19.9496775
382,2018-11-28-2019-04-21,Myślenie miastem. Architektura Jana Zawiejskiego,Wystawy czasowe,"Kamienica Hipolitów, pl. Mariacki 3","Kamienica Hipolitów, Plac Mariacki, Stare Miasto, Kraków, małopolskie, 31-000, RP","[50.06193635, 19.9401069719289]",2018/11/28,2019/04/21,11,2018,4.0,2019.0,50.06193635,19.9401069719289
383,2018-12-01-2019-03-31,Widok zza bliska. Inne obrazy Zagłady,Wystawy czasowe, ul. Krakowska 46 Krakow,"Krakowska, Kazimierz, Stare Miasto, Kraków, małopolskie, 30-510, RP","[50.0461389, 19.9443497]",2018/12/01,2019/03/31,12,2018,3.0,2019.0,50.0461389,19.9443497
384,2018-12-15-2019-05-05,Wyspiański. Nieznany,Wystawy czasowe, al. 3 Maja 1 Krakow,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, małopolskie, 30-062, RP","[50.06043135, 19.9236201200417]",2018/12/15,2019/05/05,12,2018,5.0,2019.0,50.06043135,19.9236201200417
385,2018-12-18-2019-03-31,Badania i odkrycia Muzeum Archeologicznego w Krakowie 2017-2018,Wystawy czasowe,"Muzeum Archeologiczne, ul. Poselska 3","Muzeum Archeologiczne, Poselska, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0575486, 19.9359363129697]",2018/12/18,2019/03/31,12,2018,3.0,2019.0,50.0575486,19.9359363129697
387,2019-01-09-2019-03-31,Nowa Huta Kobietą – wystawa Moniki Piszczek,Wystawy czasowe,"Kombinator, os. Szkolne 25","Klub Kombinator, 25, Osiedle Szkolne, Szkolne, Nowa Huta, Kraków, małopolskie, 32-977, RP","[50.0783554, 20.0478737]",2019/01/09,2019/03/31,1,2019,3.0,2019.0,50.0783554,20.0478737
388,2019-01-01-2019-12-31,Muzyka klasyczna w kościele św. św. Piotra i Pawła – Orkiestra Kameralna św. Maurycego,Muzyka klasyczna, ul. Grodzka 52a Krakow,"Kościół pw. Świętych Apostołów Piotra i Pawła, 52a, Grodzka, Stare Miasto, Kraków, małopolskie, 31-044, RP","[50.0569265, 19.9390641184124]",2019/01/01,2019/12/31,1,2019,12.0,2019.0,50.0569265,19.9390641184124
389,2019-01-18-2019-03-17,Vacuum Cleaner,Wystawy czasowe, Gazowa 21 Krakow,"21, Gazowa, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-060, RP","[50.0476989, 19.9473012]",2019/01/18,2019/03/17,1,2019,3.0,2019.0,50.0476989,19.9473012
390,2019-01-25-2019-03-31,Irena Kalicka. Dożynki,Wystawy czasowe, pl. Szczepański 3a Krakow,"Bunkier Sztuki, 3a, Plac Szczepański, Stare Miasto, Kraków, małopolskie, 31-011, RP","[50.0635805, 19.9344469]",2019/01/25,2019/03/31,1,2019,3.0,2019.0,50.0635805,19.9344469
391,2019-01-25-2019-03-31,"Anna Molska. Pole, płaski teren",Wystawy czasowe, pl. Szczepański 3a Krakow,"Bunkier Sztuki, 3a, Plac Szczepański, Stare Miasto, Kraków, małopolskie, 31-011, RP","[50.0635805, 19.9344469]",2019/01/25,2019/03/31,1,2019,3.0,2019.0,50.0635805,19.9344469
392,2019-01-25-2019-03-31,Rebecca Moss. Od wzniosłości do śmieszności,Wystawy czasowe, pl. Szczepański 3a Krakow,"Bunkier Sztuki, 3a, Plac Szczepański, Stare Miasto, Kraków, małopolskie, 31-011, RP","[50.0635805, 19.9344469]",2019/01/25,2019/03/31,1,2019,3.0,2019.0,50.0635805,19.9344469
393,2019-01-28-2019-03-30,Rivka Chwoles-Lechtenfeld. Malarstwo,Wystawy czasowe, ul. Meiselsa 17 Krakow,"Centrum Kultury Żydowskiej, 17, Beera Meiselsa, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-059, RP","[50.0513734, 19.9443835]",2019/01/28,2019/03/30,1,2019,3.0,2019.0,50.0513734,19.9443835
394,2019-02-08-2019-03-31,Simeon Genew. Raporty z pasa Kuipera,Wystawy czasowe,"Arteteka Wojewódzkiej Biblioteki Publicznej, ul. Rajska 12","Arteteka Wojewódzkiej Biblioteki Publicznej, 12, Rajska, Piasek, Stare Miasto, Kraków, małopolskie, 31-124, RP","[50.0642955, 19.9299277]",2019/02/08,2019/03/31,2,2019,3.0,2019.0,50.0642955,19.9299277
395,2019-02-12-2019-04-25,Krajobraz z Polską w tle,Wystawy czasowe, ul. Stawowa 61 Krakow,"Stawowa, Bronowice Wielkie, Bronowice, Prądnik Biały, Kraków, małopolskie, RP","[50.0927513, 19.8991029169505]",2019/02/12,2019/04/25,2,2019,4.0,2019.0,50.0927513,19.8991029169505
396,2019-02-15-2019-09-01,Przedmieszczanin,Wystawy czasowe,"Dom Zwierzyniecki, ul. Królowej Jadwigi 41","Dom Zwierzyniecki, 41, Królowej Jadwigi, Salwator, Zwierzyniec, Kraków, małopolskie, 30-209, RP","[50.0550023, 19.908853]",2019/02/15,2019/09/01,2,2019,9.0,2019.0,50.0550023,19.908853
397,2019-02-26-2019-03-27,Radość pisania. Wystawa rękopisów Wisławy Szymborskiej,Wystawy czasowe, ul. Oleandry 3 Krakow,"Jagiellonka-lunch Bar, 3, Oleandry, Czarna Wieś, Krowodrza, Kraków, małopolskie, 30-059, RP","[50.0611241, 19.9221302]",2019/02/26,2019/03/27,2,2019,3.0,2019.0,50.0611241,19.9221302
398,2019-02-22-2019-06-30,Moc natury. Henry Moore w Polsce,Wystawy czasowe, al. 3 Maja 1 Krakow,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, małopolskie, 30-062, RP","[50.06043135, 19.9236201200417]",2019/02/22,2019/06/30,2,2019,6.0,2019.0,50.06043135,19.9236201200417
399,2019-03-01-2019-03-14,Trzeci rozbiór Psa,Muzyka rozrywkowa, ul. Bożego Ciała 9 Krakow,"Bożego Ciała, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-059, RP","[50.0519535, 19.9431972]",2019/03/01,2019/03/14,3,2019,3.0,2019.0,50.0519535,19.9431972
400,2019-03-07-2019-05-05,Barwy świata przyrody,Wystawy czasowe, al. Jana Pawła II 232 Krakow,"Marchewka Bistro, 232, Aleja Jana Pawła II, Mogiła, Nowa Huta, Kraków, małopolskie, 31-913, RP","[50.0702498, 20.034565]",2019/03/07,2019/05/05,3,2019,5.0,2019.0,50.0702498,20.034565
401,2019-03-12-2019-03-28,Krakowski Festiwal Żydowskiego Teatru,Festiwale teatralne, ul. Meiselsa 17 Krakow,"Centrum Kultury Żydowskiej, 17, Beera Meiselsa, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-059, RP","[50.0513734, 19.9443835]",2019/03/12,2019/03/28,3,2019,3.0,2019.0,50.0513734,19.9443835
402,2019-03-09-2019-04-19,Piotr Sztompka. Pocztówki z Włoch,Wystawy czasowe,"Muzeum Uniwersytetu Jagiellońskiego, ul. Jagiellońska 15","Muzeum Uniwersytetu Jagiellońskiego, Jagiellońska, Stare Miasto, Kraków, małopolskie, 31-010, RP","[50.0615617, 19.9337367]",2019/03/09,2019/04/19,3,2019,4.0,2019.0,50.0615617,19.9337367
403,2019-03-16,Poranek z pandą: Bambusowe wynalazki,Dziecięce różności, ul. Oleandry 2a Krakow,"2a, Oleandry, Półwsie Zwierzynieckie, Krowodrza, Kraków, małopolskie, 30-060, RP","[50.06076245, 19.92017283087]",2019/03/16,,3,2019,,,50.06076245,19.92017283087
404,2019-03-11-2019-03-17,Tydzień Mózgu 2019,Spotkania i slajdowiska,"Auditorium Maximum UJ, ul. Krupnicza 35","Auditorium Maximum UJ, 33, Krupnicza, Piasek, Stare Miasto, Kraków, małopolskie, 31-121, RP","[50.06295055, 19.9251576564716]",2019/03/11,2019/03/17,3,2019,3.0,2019.0,50.06295055,19.9251576564716
405,2019-03-17,Warsztaty plastyczne w Teatrze Groteska,Dziecięce warsztaty, ul. Skarbowa 2 Krakow,"Teatr Groteska, 2, Skarbowa, Piasek, Stare Miasto, Kraków, małopolskie, 31-121, RP","[50.0631883, 19.9265845]",2019/03/17,,3,2019,,,50.0631883,19.9265845
406,2019-03-17,Krzysztof Zalewski w Studio,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/03/17,,3,2019,,,50.0680241,19.9082544
407,2019-03-21,Buran: krakowskie spotkanie z Wojciechem Góreckim,Spotkania i wykłady literackie,"Cheder Cafe, ul. Józefa 36","Cheder, 36, Józefa, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-056, RP","[50.0512504, 19.9472064]",2019/03/21,,3,2019,,,50.0512504,19.9472064
408,2019-03-21,"Stoned Jesus, Straytones w ZetPeTe",Muzyka rozrywkowa, ul. Dolnych Młynów 10 Krakow,"Dolnych Młynów, Piasek, Stare Miasto, Kraków, małopolskie, 31-127, RP","[50.0649239, 19.9274825]",2019/03/21,,3,2019,,,50.0649239,19.9274825
409,2019-03-17,Ania Karwan w Zaścianku,Muzyka rozrywkowa,"Zaścianek, ul. Rostafińskiego 4","Klub Zaścianek, 4, Józefa Rostafińskiego, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-072, RP","[50.0680544, 19.9054829]",2019/03/17,,3,2019,,,50.0680544,19.9054829
410,2019-03-08-2019-06-09,Czas przełomu. Sztuka awangardy w Europie Środkowej 1908-1928,Wystawy czasowe,"Międzynarodowe Centrum Kultury, Rynek Główny 25","Międzynarodowe Centrum Kultury, 25, Rynek Główny, Stare Miasto, Kraków, małopolskie, 31-008, RP","[50.061169, 19.9356011]",2019/03/08,2019/06/09,3,2019,6.0,2019.0,50.061169,19.9356011
411,2019-03-24,Skalpel Big Band w Studio,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/03/24,,3,2019,,,50.0680241,19.9082544
413,2019-03-24,,Muzyka rozrywkowa, ul. Zwierzyniecka 1 Krakow,"Filharmonia Krakowska imienia Karola Szymanowskiego, 1, Zwierzyniecka, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-103, RP","[50.05885215, 19.9327404472737]",2019/03/24,,3,2019,,,50.05885215,19.9327404472737
414,2019-03-23,Projekt Wspólna Sobota: Joga dla dzieci i rodziców,Dziecięce różności, os. Centrum A bl. 6 A Krakow,"Centrum A, Nowa Huta, Kraków, małopolskie, RP","[50.0720051, 20.0409261]",2019/03/23,,3,2019,,,50.0720051,20.0409261
417,2019-03-08-2019-04-25,Języki w czterech czasach,Wystawy czasowe, ul. Kanonicza 12 Krakow,"Kanonicza, Stare Miasto, Kraków, małopolskie, 30-001, RP","[50.0555422, 19.9368699]",2019/03/08,2019/04/25,3,2019,4.0,2019.0,50.0555422,19.9368699
418,2019-03-14-2019-04-04,Agata Baltyzar. W moim ogrodzie,Wystawy czasowe,"Dom Polonii, Rynek Główny 14","Dom Polonii, 14, Rynek Główny, Stare Miasto, Kraków, małopolskie, 31-006, RP","[50.0602185, 19.9375182]",2019/03/14,2019/04/04,3,2019,4.0,2019.0,50.0602185,19.9375182
420,2019-03-26,Gould,Spektakle teatralne, ul. Starowiślna 21 Krakow,"Starowiślna, Wesoła, Stare Miasto, Kraków, małopolskie, RP","[50.057277, 19.9459750367387]",2019/03/26,,3,2019,,,50.057277,19.9459750367387
422,2019-03-26,Festiwal Szymanowski/Polska/Świat,Festiwale muzyczne, ul. Zwierzyniecka 1 Krakow,"Filharmonia Krakowska imienia Karola Szymanowskiego, 1, Zwierzyniecka, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-103, RP","[50.05885215, 19.9327404472737]",2019/03/26,,3,2019,,,50.05885215,19.9327404472737
423,2019-03-26,Filmowy wtorek w Cervantesie,Cykle filmowe, ul. Kanonicza 12 Krakow,"Kanonicza, Stare Miasto, Kraków, małopolskie, 30-001, RP","[50.0555422, 19.9368699]",2019/03/26,,3,2019,,,50.0555422,19.9368699
424,2019-03-16-2019-03-31,Magdalena Parfieniuk. Kabaret jednego artysty,Wystawy czasowe, Józefa 18 Krakow,"Esze, 18, Józefa, Kazimierz, Stare Miasto, Kraków, małopolskie, 31-144, RP","[50.0507205, 19.9447118]",2019/03/16,2019/03/31,3,2019,3.0,2019.0,50.0507205,19.9447118
425,2019-03-26,„Historia kina. Kierunki kina światowego. Ekspresjonizm niemiecki”,Spotkania i wykłady literackie, ul. Jasińskiego 32 Krakow,"Jasieńskiego, Gaj, Bieżanów-Prokocim, Kraków, małopolskie, RP","[50.01722225, 20.0572833321627]",2019/03/26,,3,2019,,,50.01722225,20.0572833321627
427,2019-03-25-2019-04-18,Wystawa poświęcona życiu i twórczości Karola Szymanowskiego,Wystawy czasowe, ul. Zwierzyniecka 1 Krakow,"Filharmonia Krakowska imienia Karola Szymanowskiego, 1, Zwierzyniecka, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-103, RP","[50.05885215, 19.9327404472737]",2019/03/25,2019/04/18,3,2019,4.0,2019.0,50.05885215,19.9327404472737
428,2019-03-26,„Dokąd?” Wieczór poezji Władysława Broniewskiego,Spotkania i wykłady literackie,"Piwnica Pod Baranami, Rynek Główny 27","Piwnica Pod Baranami, 27, Rynek Główny, Stare Miasto, Kraków, małopolskie, 31-008, RP","[50.0616022, 19.9353977]",2019/03/26,,3,2019,,,50.0616022,19.9353977
429,2019-03-26,Met Opera w Multikinie,Pokazy filmowe,"Multikino, ul. Dobrego Pasterza 128","Multikino, 128, Dobrego Pasterza, Czyżyny, Kraków, małopolskie, 31-479, RP","[50.08915485, 19.9848524156032]",2019/03/26,,3,2019,,,50.08915485,19.9848524156032
430,2019-03-23,8 lat w Tybecie i Transgresja w Zaścianku,Muzyka rozrywkowa,"Zaścianek, ul. Rostafińskiego 4","Klub Zaścianek, 4, Józefa Rostafińskiego, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-072, RP","[50.0680544, 19.9054829]",2019/03/23,,3,2019,,,50.0680544,19.9054829
431,2019-03-23,Organek w Studio,Muzyka rozrywkowa,"Klub Studio, ul. Budryka 4","Klub Studio, 4, Witolda Budryka, Miasteczko Studenckie AGH, Krowodrza, Kraków, małopolskie, 30-071, RP","[50.0680241, 19.9082544]",2019/03/23,,3,2019,,,50.0680241,19.9082544
432,2019-03-26,Chustowe Spotkanie w ARTzona,Spotkania i slajdowiska, os. Górali 4 Krakow,"Ośrodek Kultury im. Cypriana Kamila Norwida  Sala Tańca, 4, Osiedle Górali, Górali, Nowa Huta, Kraków, małopolskie, 31-959, RP","[50.0804325, 20.0362475]",2019/03/26,,3,2019,,,50.0804325,20.0362475
433,2019-03-23,Sam & Bart w Cafe Szafe,Muzyka rozrywkowa, ul. Felicjanek 10 Krakow,"10, Felicjanek, Nowy Świat, Stare Miasto, Kraków, małopolskie, 31-104, RP","[50.05769215, 19.9297937832795]",2019/03/23,,3,2019,,,50.05769215,19.9297937832795
434,2019-03-23,Kobiety objaśniają mi świat,Spektakle teatralne, ul. Krakowska 41 Krakow,"Krakowska, Kazimierz, Stare Miasto, Kraków, małopolskie, 30-510, RP","[50.0461389, 19.9443497]",2019/03/23,,3,2019,,,50.0461389,19.9443497
435,2019-03-23,SMAK. Spotkania Młodych Amatorów Kina,Cykle filmowe,"Kino Pod Baranami, Rynek Główny 27","Kino Pod Baranami, 27, Rynek Główny, Stare Miasto, Kraków, małopolskie, 31-008, RP","[50.061636, 19.9354582]",2019/03/23,,3,2019,,,50.061636,19.9354582
437,2019-03-25,Gra z Kantorem – projekcje spektakli,Spektakle teatralne, ul. Nadwiślańska 2 Krakow,"Nadwiślańska, Podgórze, Kraków, małopolskie, 30-527, RP","[50.048087, 19.9543259]",2019/03/25,,3,2019,,,50.048087,19.9543259
438,2019-03-25,"„Urodziny Bilbo Bagginsa, czyli Światowy Dzień Czytania Tolkiena”",Inne wydarzenia literackie, ul. Królewska 59 Krakow,"Biblioteka Kraków Filia 21, 59, Królewska, Łobzów, Krowodrza, Kraków, małopolskie, 30-831, RP","[50.073512, 19.9149277]",2019/03/25,,3,2019,,,50.073512,19.9149277
