,x,y,label,href,title,author
746,-0.046042956,-1.9477974,"['1893', 'illustration', 'Art Nouveau (Modern)', ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""'], ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""']]",./artworks/images/Excalibur in the Lake_Beardsley Aubrey.jpg,Excalibur in the Lake,Beardsley Aubrey
747,-0.8694864,-1.6280687,"['1893', 'design', 'Art Nouveau (Modern)', ['designs-and-sketches', ' Thomas-Malory-""Le-Morte-d\'Arthur""'], ['designs-and-sketches', ' Thomas-Malory-""Le-Morte-d\'Arthur""']]",./artworks/images/Front Cover and spine of Le Morte Darthur_Beardsley Aubrey.jpg,Front Cover and spine of Le Morte Darthur,Beardsley Aubrey
748,-0.8908245,-1.5814049,"['1893', 'design', 'Art Nouveau (Modern)']",./artworks/images/Incipit Vita Nova_Beardsley Aubrey.jpg,Incipit Vita Nova,Beardsley Aubrey
749,0.0019057541,-1.8514761,"['1893', 'illustration', 'Art Nouveau (Modern)', 'Private Collection', 'devils-and-demons']",./artworks/images/Lucians Strange Creatures_Beardsley Aubrey.jpg,Lucians Strange Creatures,Beardsley Aubrey
750,-0.04206715,-1.9656258,"['1893', 'illustration', 'Art Nouveau (Modern)', ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""', ' Launcelot'], ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""', ' Launcelot'], ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""', ' Launcelot']]",./artworks/images/How Sir Launcelot was Known by Dame Elaine I_Beardsley Aubrey.jpg,How Sir Launcelot was Known by Dame Elaine I,Beardsley Aubrey
751,-0.042063944,-1.9656471,"['1893', 'illustration', 'Art Nouveau (Modern)', ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""', ' Launcelot'], ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""', ' Launcelot'], ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""', ' Launcelot']]",./artworks/images/How Sir Launcelot was Known by Dame Elaine II_Beardsley Aubrey.jpg,How Sir Launcelot was Known by Dame Elaine II,Beardsley Aubrey
752,0.40193337,-1.2025517,"['1893', 'caricature', 'Art Nouveau (Modern)', ['male-portraits', ' famous-people'], ['male-portraits', ' famous-people']]",./artworks/images/Oscar Wilde at Work_Beardsley Aubrey.jpg,Oscar Wilde at Work,Beardsley Aubrey
753,0.12328381,-1.6316141,"['1893', 'illustration', 'Art Nouveau (Modern)', ['Victoria and Albert Museum (V&A)', ' London', ' UK'], ['Victoria and Albert Museum (V&A)', ' London', ' UK'], ['Victoria and Albert Museum (V&A)', ' London', ' UK'], 'fictional-characters']","./artworks/images/Siegfried illustration, act II_Beardsley Aubrey.jpg","Siegfried illustration, act II",Beardsley Aubrey
754,-0.86168706,-1.6150808,"['1893', 'design', 'Art Nouveau (Modern)', 'designs-and-sketches']",./artworks/images/The Cover of The Studio Volume 1_Beardsley Aubrey.jpg,The Cover of The Studio Volume 1,Beardsley Aubrey
755,0.122945264,-1.6276896,"['1893', 'illustration', 'Art Nouveau (Modern)', ['Victoria and Albert Museum (V&A)', ' London', ' UK'], ['Victoria and Albert Museum (V&A)', ' London', ' UK'], ['Victoria and Albert Museum (V&A)', ' London', ' UK'], 'mother-and-child']",./artworks/images/The Kiss of Judas_Beardsley Aubrey.jpg,The Kiss of Judas,Beardsley Aubrey
756,-0.86168414,-1.6150743,"['1893', 'design', 'Art Nouveau (Modern)', 'designs-and-sketches']",./artworks/images/Title page_Beardsley Aubrey.jpg,Title page,Beardsley Aubrey
757,0.018404169,-1.8432231,"['1893', 'illustration', 'Art Nouveau (Modern)', ['devils-and-demons', ' couples'], ['devils-and-demons', ' couples']]",./artworks/images/Creation_Beardsley Aubrey.jpg,Creation,Beardsley Aubrey
758,-0.040788475,-1.3013146,"['1894', 'genre painting', 'Art Nouveau (Modern)', ['Fitzwilliam Museum (University of Cambridge)', ' Cambridge', ' UK'], ['Fitzwilliam Museum (University of Cambridge)', ' Cambridge', ' UK'], ['Fitzwilliam Museum (University of Cambridge)', ' Cambridge', ' UK'], 'male-portraits']",./artworks/images/A Nightpiece_Beardsley Aubrey.jpg,A Nightpiece,Beardsley Aubrey
759,-0.82469004,-1.8019643,"['1894', 'design', 'Art Nouveau (Modern)', 'Private Collection', 'designs-and-sketches']",./artworks/images/Advertisement for Children's Books_Beardsley Aubrey.jpg,Advertisement for Children's Books,Beardsley Aubrey
760,-0.7973793,-1.7594632,"['1894', 'design', 'Art Nouveau (Modern)', 'designs-and-sketches']",./artworks/images/Cover 1894_Beardsley Aubrey.jpg,Cover 1894,Beardsley Aubrey
761,-0.8250446,-1.8021455,"['1894', 'design', 'Art Nouveau (Modern)', 'Private Collection', 'designs-and-sketches']",./artworks/images/Ex-Libris by John Lumsden Propert_Beardsley Aubrey.jpg,Ex-Libris by John Lumsden Propert,Beardsley Aubrey
762,-0.6011633,-1.8305638,"['1894', 'design', 'Art Nouveau (Modern)', ['Yale Centre For British Art (Yale University)', ' New Haven', ' CT', ' US'], ['Yale Centre For British Art (Yale University)', ' New Haven', ' CT', ' US'], ['Yale Centre For British Art (Yale University)', ' New Haven', ' CT', ' US'], ['Yale Centre For British Art (Yale University)', ' New Haven', ' CT', ' US'], ['female-portraits', ' fictional-characters'], ['female-portraits', ' fictional-characters']]",./artworks/images/Frontispiece for 'The Yellow Book: An Illustrated Quarterly'_Beardsley Aubrey.jpg,Frontispiece for 'The Yellow Book: An Illustrated Quarterly',Beardsley Aubrey
763,-0.2678233,-1.9573171,"['1894', 'illustration', 'Art Nouveau (Modern)', 'Private Collection', ['male-portraits', ' fictional-characters'], ['male-portraits', ' fictional-characters']]",./artworks/images/Garcons de Cafe_Beardsley Aubrey.jpg,Garcons de Cafe,Beardsley Aubrey
764,-0.21461236,-2.022012,"['1894', 'illustration', 'Art Nouveau (Modern)', 'Private Collection', ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""'], ['fictional-characters', ' Thomas-Malory-""Le-Morte-d\'Arthur""']]",./artworks/images/How Queen Guenever Made Her a Nun_Beardsley Aubrey.jpg,How Queen Guenever Made Her a Nun,Beardsley Aubrey
