,x,y,distance,source,airline
19145,9.108237,-30.152796,1863.4019871814776,SZX,CZ
17150,8.773977,-29.781849,1837.5540423327445,WUX,CA
21029,5.6678944,-32.194733,1832.1532692442395,LAS,DL
6791,32.503727,-44.695576,3885.852302378075,SJC,AA
40928,4.0252137,-19.881573,1525.784563114979,CMB,MJ
21934,-14.526608,-2.2307613,1040.660371874527,TYS,DL
8135,-15.8261385,17.647936,724.2874116348574,YOW,AC
64626,15.854297,-36.603073,2264.7127590525893,MIA,WS
60405,-14.58146,26.946262,600.4217532554477,SMF,US
67297,4.6616516,-0.6469916,1065.9695594776235,URC,ZH
32514,-1.1941153,-16.12835,1367.6018130093166,HAJ,IB
41946,4.33856,-13.909333,1382.3025200590646,NAY,MU
13726,-2.1106064,-0.28036863,1058.7122357492049,TRN,AZ
25508,-15.655068,23.108557,650.3760965820602,SMF,FL
36902,-16.810743,6.4888573,885.5733939633426,SHV,KL
8504,-15.971102,-1.5848575,1019.0236640242384,YZF,AC
43030,6.982766,11.470966,821.3538137107515,KKJ,NH
50514,4.88031,23.95351,555.1184574896182,REP,SQ
56128,-1.6941288,39.752296,244.37562494619817,DEN,UA
46828,6.4544215,16.917809,703.3573400896196,CEI,QF
5561,-16.43888,2.8466072,944.6655293613745,ICT,AA
33237,-1.8655595,-9.662554,1300.27191061507,TXL,IG
5021,-7.210095,-13.0162115,1292.2599215386977,CLT,AA
50765,6.7790875,-29.434378,1773.4333621165308,AMS,SU
6876,11.415989,-32.743996,2020.2130833636097,SYD,AA
32828,-3.193687,8.091059,870.0918551558901,ORY,IB
16154,4.4520555,-16.8735,1470.9724563184932,CKG,CA
25429,32.246906,-44.678745,3853.2823503223253,RDU,FL
54050,16.568666,-36.92392,2301.333360799691,YYZ,TS
16514,9.350674,-30.47749,1883.4802656945753,KMG,CA
16516,7.1321917,-24.16567,1678.108590979289,KMG,CA
32267,-2.7827065,4.4924884,944.9122746042431,BCN,IB
38655,-1.8834893,-8.043953,1241.5401038137989,MUC,LH
11701,27.700163,-42.7646,3204.0661703976393,LAX,AS
36415,-16.573284,18.010887,719.8329698416734,ATL,KL
21186,-0.31326258,40.133755,191.89680202398944,LSE,DL
67100,5.892192,-21.717388,1590.788053206541,PEK,ZH
20717,-12.356891,28.486994,563.5671813013656,EVV,DL
43211,5.6419287,-2.3790584,1099.520979028212,PEK,NH
20590,-16.486937,8.0411825,861.6024789069867,DTW,DL
66958,3.965678,31.443066,320.6596762226342,KMG,ZH
56238,-14.673992,23.574636,638.9191125233101,DLH,UA
32219,0.39560118,-19.29889,1474.422641488574,ALC,IB
32863,-2.6802318,17.388636,625.6820575566327,PMI,IB
8427,-15.911822,18.787468,706.6990421748593,YYZ,AC
19159,5.2735834,-4.4644136,1150.7365237064664,TAO,CZ
41930,6.529454,1.1828488,1033.6670277188286,NAY,MU
57173,-14.022483,-5.355458,1091.4204968761126,MSO,UA
32858,0.64519656,38.252884,201.96692631453337,PMI,IB
62447,14.92783,-36.607876,2241.077356667636,CDG,W2
20207,-16.444859,11.014391,817.2204221283627,ATL,DL
13520,9.892669,-35.22315,2050.7079202094415,MIA,AZ
5897,32.651646,-45.078323,3950.204625235005,LIH,AA
24994,-13.2866335,26.624462,597.2514944763363,CHS,FL
42326,4.566977,-15.967928,1442.5020936913688,TAO,MU
16265,6.2283025,8.365279,886.4379290140298,DLC,CA
9074,-16.84715,3.7143054,929.9351484718935,ATL,AF
36521,17.462393,-39.29973,2428.9667473891986,BZV,KL
32333,0.6508734,38.246536,201.96692631453337,BCN,IB
25477,-13.808922,-6.2670026,1106.7145012868898,SEA,FL
20887,-6.7902427,35.04318,412.3846273350498,IMT,DL
21613,-17.639992,7.3794794,870.973461446707,PSP,DL
16063,21.770105,-41.656876,2733.839588114095,CAN,CA
24921,-17.146824,14.155928,771.1780835238371,BHM,FL
62464,27.493269,-43.22048,3208.0669553310013,KEF,W2
37768,10.631294,-35.358162,2086.912120765005,RGL,LA
33167,-2.0446165,-7.9725156,1239.3911035136662,MUC,IG
20303,-15.376331,-0.60818255,1006.7604153988857,BHM,DL
67152,6.4447517,-23.634783,1653.5261410809796,PVG,ZH
38604,7.298353,-30.16475,1817.8173947989692,MUC,LH
66782,7.209179,-23.785587,1665.040268434446,CTU,ZH
56292,-10.269689,-9.625355,1201.0092247137677,EWR,UA
36610,-15.866332,19.55094,696.3169163964758,EWN,KL
20886,-16.55928,11.695409,805.8334755624812,ILM,DL
21264,-14.663306,24.427958,632.2990554978732,MEM,DL
19427,5.474768,22.762867,577.1625026925587,XMN,CZ
17126,3.91208,-9.49373,1274.343598745713,WUH,CA
37687,31.70776,-45.24232,3827.57056511568,LIM,LA
11229,28.009193,-42.82657,3227.161068671862,SLC,AM
19157,4.6556115,31.46752,317.226671924866,TAO,CZ
9199,1.327608,26.371655,497.7459139899003,BIA,AF
57719,-3.2722785,38.028732,309.4015557945199,SHV,UA
19433,6.010748,5.8634996,935.7935818312902,XMN,CZ
57248,-6.8536057,-13.973556,1315.729952165986,ONT,UA
16919,4.822129,26.331837,495.8516657289169,SYX,CA
16616,4.27292,-8.099277,1236.6558214394172,NGB,CA
9321,31.255714,-45.604633,3803.276378831972,CDG,AF
16066,6.1083593,13.860263,765.5851298275497,CAN,CA
17154,6.115054,12.151649,805.1062047669692,WUX,CA
21787,-13.671237,28.226618,576.0034321824891,SLC,DL
25262,-16.850672,2.6198123,946.3209294429294,MDW,FL
44560,-2.981761,14.596381,705.6442964859596,CGN,OS
52371,1.8808365,24.169228,566.9205786691267,ESB,TK
9727,-16.228006,17.985283,719.8329698416734,MLU,AF
6766,22.670628,-40.56199,2744.344982350002,SEA,AA
7927,-15.543266,17.597708,724.2874116348574,IAD,AC
21257,-16.233614,19.864016,693.3019022439971,MEM,DL
32837,6.624064,-30.24083,1797.4139258712087,ORY,IB
32218,13.211489,-36.021767,2164.5402065900894,ALC,IB
47474,6.3902454,18.145908,673.5405578080735,HKT,QR
57870,-11.526792,-9.008037,1175.352948570271,YQR,UA
55766,-1.0817708,-24.177893,1537.7635936407623,ACA,UA
34641,4.880954,30.276163,370.277495603337,ITM,JL
62466,12.7137985,-35.70766,2143.9213394780895,KEF,W2
37740,15.470224,-36.227394,2243.0323844181694,MIA,LA
8166,-11.526761,-9.008025,1175.352948570271,YQR,AC
57502,30.44384,-44.101585,3553.60379497525,PTY,UA
8964,4.599078,31.344337,323.6877361496156,WNZ,AE
17239,6.0178194,7.123702,910.2715885770299,YIH,CA
16640,5.8052206,3.4645581,988.1357534999472,NKG,CA
34707,4.584476,32.128963,273.1185555177606,MYJ,JL
6242,-16.376862,4.8741884,909.9734921449941,ORD,AA
57422,1.015412,-26.396042,1645.5858434963013,PBI,UA
37814,-13.06257,-3.3432114,1069.6844611884255,TUC,LA
42834,4.809182,30.394945,366.86708841068565,FUK,NH
32644,-0.640157,-17.47521,1409.5459698925818,LPA,IB
5974,3.7109494,-13.618974,1380.8541114328675,MEL,AA
17195,5.3180976,24.426458,541.4141090473782,XMN,CA
17016,5.7290483,19.719288,644.1533689786311,TNA,CA
58715,-7.7015524,33.905277,440.26406107843576,CAK,US
21242,0.87564534,-25.807768,1624.924250808046,MCO,DL
40918,28.04436,-44.015484,3300.109724333543,AUH,MJ
48501,11.79407,-35.166954,2098.1697369452195,DME,S7
37581,-15.23361,0.98736537,978.8844212445324,BOG,LA
17017,6.7103357,12.617755,794.875471741767,TNA,CA
25514,-14.573965,27.184563,598.2610835619997,SNA,FL
21393,-6.696143,34.9572,412.3846273350498,MSP,DL
16355,6.131668,11.978282,808.6999825505479,HFE,CA
32927,-3.4014719,10.846616,809.27821322445,SVQ,IB
9231,-5.8164186,36.149555,383.5535197981502,BQK,AF
34626,5.311842,17.69353,683.6955080464729,ITM,JL
31151,-2.139612,-5.0653377,1172.5498259894146,BRU,HU
8098,-16.075638,-1.6123828,1019.0236640242384,YEG,AC
5106,-5.2912107,-15.605787,1383.2452942935229,DCA,AA
25140,-15.965391,2.8571718,944.8785220556301,JAN,FL
16379,6.6391454,4.299856,966.8841246675619,HGH,CA
21723,0.557361,-25.96143,1624.924250808046,SDQ,DL
9270,0.13386056,-17.817831,1423.2435779437833,CDG,AF
56209,-11.604977,-9.171117,1175.352948570271,DEN,UA
25373,-13.1435585,-6.0153065,1111.331105805857,OKC,FL
20614,-9.709485,31.930866,491.7696585239688,DTW,DL
24907,-17.549946,8.899993,848.8725401270166,AUS,FL
25158,-7.4384356,35.572628,416.41413042881345,LAS,FL
41707,4.208413,-12.507988,1353.0487842999296,JXA,MU
67369,6.274805,6.419366,924.6394547008018,XIY,ZH
24898,19.037577,-38.876682,2490.942451680013,ATL,FL
25376,10.670741,-35.908325,2109.429261990656,OMA,FL
20603,-8.2538595,33.64096,452.23099359858566,DTW,DL
25110,-1.5128365,-23.46205,1509.804610287271,HOU,FL
33140,-2.9288638,6.6908855,895.4875849034709,FLR,IG
11145,-12.5631895,29.658426,550.2206737195022,MTY,AM
25218,-16.362099,15.563587,755.2029149067863,MCO,FL
52159,6.6084394,16.859377,705.1264394627867,KUL,TG
21844,-17.773252,7.3801746,870.973461446707,SLC,DL
7334,6.3902445,18.14591,673.5405578080735,HKT,AB
9046,7.2626963,-33.05742,1902.5379334175634,ATL,AF
9138,23.029362,-40.908688,2779.9424541114654,ATL,AF
33123,3.505622,-25.606455,1670.0090529248305,DUS,IG
11673,32.412193,-44.806503,3886.637904486668,JFK,AS
32329,-3.380905,10.160877,826.0964884541221,BCN,IB
33190,-2.6021175,4.10902,954.9763341028345,NAP,IG
59525,-12.111941,-9.22676,1170.5636780751493,LAX,US
32314,1.1700809,24.859629,548.6324974283641,BCN,IB
20284,-14.507272,23.42429,639.9099582368332,AVP,DL
62467,8.924219,-32.73427,1935.2700652213312,KEF,W2
7756,-2.2849178,-9.069225,1275.0608780680084,VIE,AB
66853,4.2807097,-14.59403,1402.07549456522,HET,ZH
197,6.4722805,0.5700495,1039.9236312136568,MNL,2P
19007,5.6285434,21.542393,607.5466729335096,SHA,CZ
24850,-0.6105822,38.842026,230.61397140097506,ALB,FL
32427,18.39121,-39.23652,2471.5442609827196,CPH,IB
57080,-4.826593,36.597958,356.88921527859884,MBS,UA
57338,-8.395427,-11.888997,1255.4635973395018,ORD,UA
37775,-4.1905456,-16.315598,1394.6262215129477,SCL,LA
59391,-6.1242046,35.34124,399.62924890611106,ISP,US
37823,-15.807215,23.477123,645.1476678768605,VUP,LA
9738,2.063067,31.871405,360.3430062688742,MRS,AF
66776,6.9397106,-23.269203,1647.7053646876889,CTU,ZH
32821,0.05892857,-18.584671,1451.3823254085983,ORY,IB
17019,6.6710124,11.4653635,820.8337347408068,TNA,CA
9202,-2.4419622,1.7213275,1011.7871394839491,BIA,AF
56117,-6.3334293,-15.100533,1354.7826118463827,DEN,UA
36638,17.433926,-37.545193,2363.848835053403,GDL,KL
39538,24.026556,-40.323536,2806.3944656337057,ACE,LX
20375,-17.467262,3.9368308,923.2618104312404,BUR,DL
16530,4.790888,-5.281455,1173.263553594164,KWE,CA
20624,-16.005154,16.402733,740.8005812623281,DTW,DL
4036,2.8385735,-10.878707,1312.6803602344014,CCU,9W
51152,2.5264192,-23.624111,1603.1328075139304,SVO,SU
67253,6.339574,-23.467688,1647.7053646876889,TAO,ZH
32464,3.2740588,-25.913246,1676.5691328491478,EDI,IB
40927,6.8474874,16.581211,710.2190420592295,CMB,MJ
56462,-16.40179,16.82031,737.2763612328678,FOE,UA
6971,-10.372164,-9.648195,1200.652474130089,YUL,AA
41796,8.795612,-29.749641,1836.8859003522587,KMG,MU
25365,14.857488,-35.750874,2207.8126373864343,OAK,FL
5085,-7.7504306,33.98274,440.26406107843576,DCA,AA
11725,23.351355,-41.15131,2802.1160076904803,LAX,AS
4116,3.3908267,-16.734787,1455.51056516763,GAU,9W
60129,-13.386419,25.544968,607.0884895838692,PHL,US
4778,4.501065,4.354221,956.2102240023761,BNE,AA
11720,-7.857157,35.14841,428.57257724310887,LAX,AS
60086,-13.261071,-5.8339367,1108.1397811183788,PHL,US
32655,-2.4979784,3.1626813,979.7716819609727,LUX,IB
41473,5.268396,-19.385752,1522.306120305668,CTU,MU
20782,-8.672721,33.801285,456.1863139997629,GFK,DL
18478,27.224142,-43.78364,3207.3179745363614,FOC,CZ
41924,4.899727,23.470644,559.7103930075539,NAY,MU
36936,0.5159197,-19.164942,1471.883107978296,TLL,KL
54012,21.00789,-39.71133,2616.293146815841,YUL,TS
57261,-14.997604,-0.93413156,1013.6209750443187,ORD,UA
66982,5.8820972,-20.14471,1546.9016494300142,KWE,ZH
32294,9.426246,-32.913963,1958.3116794184061,BCN,IB
17140,4.797436,-3.488384,1129.7435924313017,WUS,CA
18346,6.064068,7.9513288,893.4778683341594,CSX,CZ
57895,-5.797372,-15.602515,1377.4852521933265,YXE,UA
18565,5.1878276,-2.4482267,1102.122500701776,HGH,CZ
36886,-16.833338,4.615418,912.7658333008968,SBN,KL
67408,4.7976427,-4.5809655,1155.276576184057,YIH,ZH
21388,-2.4932797,38.849323,280.05553044332606,MSP,DL
20364,-13.6306305,28.252731,576.0034321824891,BTM,DL
48240,3.5607455,-10.673612,1306.1476031806906,CCU,S2
8094,-11.068005,-9.377475,1186.843015132446,YEG,AC
58599,-8.662089,33.193382,462.6451868615807,ART,US
6298,0.86920595,40.37961,107.70559301189599,ORD,AA
11165,-6.8664727,36.029953,399.94823505503666,MZT,AM
67344,6.0205183,5.1016884,954.0365165696898,WXN,ZH
16064,6.1649036,3.116354,994.9505002987494,CAN,CA
20078,-5.4670906,35.7827,383.5535197981502,ATL,DL
42923,2.1933432,37.366905,93.77595196345338,HND,NH
14822,9.892668,-35.22315,2050.7079202094415,MIA,BA
52432,-9.596767,32.117386,489.5347076781417,IAH,TK
43953,19.426395,-38.575138,2500.0015342760353,LAX,NZ
6972,-14.114065,23.982456,634.4819861279402,YUL,AA
9447,0.7078078,40.035896,133.36375513525203,CSG,AF
5389,-12.770958,-8.194816,1147.5330343094558,ELP,AA
25122,17.150288,-36.994663,2331.6937224643357,IAD,FL
25490,20.36907,-37.743477,2490.942451680013,SJU,FL
6748,-14.56784,-6.047451,1092.770297270906,SEA,AA
57273,-11.583794,28.977339,551.3002959262692,ORD,UA
52859,-1.4465082,-7.5112824,1228.6007958967095,VAN,TK
48265,4.7983537,20.810778,620.7161764150958,DEL,S2
32378,-3.2920058,13.903594,727.8907535675204,BIO,IB
20632,-12.008385,27.980288,567.2908403266033,DTW,DL
24952,-12.798078,27.420994,580.7082466113519,BWI,FL
14815,10.065947,-35.016396,2050.7079202094415,MEX,BA
32647,10.670027,-34.29242,2042.3688840142793,LPA,IB
21254,-14.763245,22.986355,648.1980637094117,MEM,DL
20594,-0.43283504,39.32812,214.6053347910662,DTW,DL
5744,-1.5921533,-24.562975,1536.9096838729727,LAX,AA
21709,-1.4265138,38.793118,251.37451111301613,SBN,DL
36543,6.7224045,-22.548008,1620.6789354214623,CGO,KL
21930,-13.973086,26.243196,602.6278122568301,TVC,DL
34783,6.706733,12.755376,791.8073335291131,OKA,JL
20183,-1.1477476,39.379307,236.01323878002455,ATL,DL
18693,6.485597,14.196167,760.9447954905063,KMG,CZ
24919,-16.95331,2.911,942.5190879390352,BHM,FL
17032,5.996303,0.14941666,1051.3520594374472,TNA,CA
32196,1.7027276,-21.453245,1546.8492407870758,AGP,IB
32353,-2.5255787,4.2592854,951.7499664555211,BCN,IB
25322,-16.157076,19.315563,700.17772989997,MKE,FL
41359,7.3404303,-25.069115,1717.6348128772295,BFJ,MU
58931,-16.353727,15.760277,753.0295420273412,DCA,US
41951,12.674839,-36.749367,2142.60090351117,NAY,MU
11698,32.3704,-45.98378,4057.331332747445,LAX,AS
59229,-10.976795,-10.301951,1205.2621757948934,EUG,US
41940,4.9661536,-6.449478,1199.5186670573323,NAY,MU
16462,4.819559,28.043188,449.784320021151,JDZ,CA
11174,-0.87825894,40.0041,212.5063997725279,PAZ,AM
36893,-14.567839,-6.047451,1092.770297270906,SEA,KL
25236,1.0347906,-27.123507,1672.2324530639405,MCO,FL
58694,-13.965914,23.805334,634.9360289769585,BUF,US
36817,5.0191627,25.512598,512.7424391715588,MYY,KL
56132,1.5526955,-27.240053,1683.6975522788057,DEN,UA
5706,10.710523,-35.77477,2105.6862643192053,LAX,AA
18484,3.7469988,-15.04521,1410.8998118914026,FOC,CZ
5495,-16.54353,10.239574,827.9094521082905,GSP,AA
18553,10.98569,-32.855965,2009.8163100212355,HGH,CZ
20598,-15.750823,19.990044,690.7614058950448,DTW,DL
34134,-1.1858876,37.781097,270.09476301143167,AGT,JJ
7891,-10.903671,29.8562,532.4333282076734,EWR,AC
51484,-0.6920495,-2.455706,1113.7348699818635,MED,SV
24135,5.2830315,1.6865305,1024.785234389164,BKK,EY
21846,-17.711378,10.830733,816.3692932994264,SLC,DL
18469,6.644149,-24.414045,1680.6125255029174,FOC,CZ
25294,25.11202,-41.458206,2950.3231462565745,MDW,FL
25071,-12.770933,-8.194818,1147.5330343094558,ELP,FL
33111,0.8646277,-19.724022,1490.1477806319942,CTA,IG
8968,-12.83486,-6.0047674,1113.7519369386584,ABE,AF
25085,33.062366,-45.737934,4150.825192288059,FLL,FL
44744,-2.4077976,3.29777,976.7260609028665,VIE,OS
57896,5.939137,-31.46963,1810.1498843056004,YXE,UA
25524,1.9653373,-27.524685,1702.254151919894,STL,FL
13633,16.070477,-38.422577,2346.9732008561878,PSA,AZ
20267,-9.150744,32.789383,476.1749661719181,ATW,DL
6882,26.688734,-43.692738,3154.615869978527,SYD,AA
19493,6.0705185,13.470959,773.672002394458,ZUH,CZ
21829,-17.75766,3.8951633,922.5064974943405,SLC,DL
67015,4.117862,-15.87375,1435.5848942587502,MIG,ZH
52778,-2.4630551,15.974812,675.2386275308916,SAW,TK
17083,13.660306,-37.287888,2214.385791775366,TYN,CA
21291,-0.9118527,38.9861,236.01323878002455,MGM,DL
25323,2.1584156,-27.816687,1719.0016535729674,MKE,FL
6610,-6.539016,-12.196831,1296.7295884283744,PMC,AA
18516,4.335304,-14.963429,1413.186455837255,HET,CZ
61769,1.0410898,25.284384,533.5303003729111,LHR,VS
41679,6.228032,8.225256,889.3589232681463,IQN,MU
5703,-12.405692,-7.910897,1147.5330343094558,LAX,AA
25024,22.072765,-39.91834,2684.395185118378,DAL,FL
18318,6.185607,9.382687,869.4984324945895,CKG,CZ
32227,-2.2489948,-5.6119423,1184.6843863453996,ALC,IB
42363,5.7861414,-20.011517,1543.737016103517,TOY,MU
67104,12.41513,-36.225536,2119.62248857123,PEK,ZH
39739,13.192142,-36.2181,2165.5711458598994,ZRH,LX
56535,-1.6784145,39.727665,244.37562494619817,GUC,UA
42809,5.7148786,-3.7886014,1131.5299447941195,DLC,NH
23845,-2.0177126,4.01153,958.8956955574558,LBV,ET
52270,-2.7773263,13.292761,742.588286572025,BAL,TK
60424,-16.434204,6.2010946,889.0793631073735,STL,US
25150,-6.2828064,36.79148,379.99427342364186,LAS,FL
25403,-11.48453,31.29075,521.2959219162142,PHX,FL
16082,6.3324933,-21.327007,1584.5776582097153,CAN,CA
66786,5.447985,20.820698,622.7660519319492,CTU,ZH
53945,20.265099,-39.379528,2563.9028248693526,HOG,TS
17076,6.294748,8.97326,877.1834213427495,TYN,CA
57296,-16.191307,5.052006,908.6657764531769,ORD,UA
56891,-6.5134635,-13.774134,1320.9464209472949,JAX,UA
33127,-1.8934957,-9.459839,1292.5700924063499,DUS,IG
13628,-3.2572944,12.386513,771.401787749559,PRG,AZ
20626,-16.469013,11.419729,811.1650911815404,DTW,DL
67122,6.098461,21.71986,604.6948144872644,PEK,ZH
32451,25.924223,-42.53054,3028.6991572578568,DME,IB
12804,1.6861582,-22.364676,1563.9306140569588,LIS,AY
9940,-16.858368,5.2125044,904.9730602758367,SGF,AF
24943,-8.726987,33.142597,464.4457594256941,BWI,FL
18546,3.7953615,-15.149151,1413.186455837255,HGH,CZ
32489,-3.2057736,8.080537,870.0918551558901,FLR,IB
18564,6.0666595,1.4782115,1028.3947203090624,HGH,CZ
12959,-2.5460408,4.8440814,936.9093615891178,AMS,AZ
25601,5.5342855,-1.9848317,1094.0534638469685,HGH,FM
32818,0.1512667,36.5906,295.6423317476063,ORN,IB
61188,6.9465346,-24.717878,1697.6123336271958,SIN,VA
24973,-4.0780125,36.994186,337.69034956976526,BWI,FL
34846,5.8318043,15.710988,725.3264251602993,WUH,JL
16152,4.780929,-6.763201,1206.2171955187937,CKG,CA
6375,31.46047,-44.94506,3773.2264283350205,PDX,AA
47492,32.301113,-45.3485,3928.037600752204,JFK,QR
17074,5.8042965,11.862022,809.8895221252066,TYN,CA
23873,-1.8842382,4.035854,958.8956955574558,LOS,ET
8167,-0.091412,-25.179497,1590.0360718046024,YQR,AC
4100,3.840412,30.229244,373.3975268277649,DIB,9W
67076,3.929343,-10.297289,1292.85500224243,PEK,ZH
19352,4.424866,-13.950874,1382.5280376558167,WUS,CZ
18472,5.765434,4.2878194,968.3409251399753,FOC,CZ
8377,-15.871995,10.07054,833.7892741888634,YYR,AC
24930,-15.60452,0.40124485,986.457603802004,BNA,FL
50457,28.361652,-44.341896,3339.1226366067644,DRW,SQ
18660,6.5671697,13.544619,772.7737498122954,JJN,CZ
37728,-17.235641,14.137202,771.895203239971,MDE,LA
23013,-5.8808255,-14.5623255,1349.2498778486824,ORD,EI
47136,22.050117,-41.89872,2754.392006664883,SYD,QF
48315,2.979674,-10.841954,1306.1476031806906,IXZ,S2
52429,-3.0711906,11.754587,787.7319458903048,HTY,TK
33243,-3.3176546,11.747706,787.3561058323708,VCE,IG
25138,1.3458753,-26.70647,1665.2978816790862,ISP,FL
56716,-14.549287,-3.3464355,1056.5249141955028,IAH,UA
20282,-16.491674,15.446847,756.7409032246061,AVL,DL
56407,8.153616,-33.733456,1950.7682271580256,EWR,UA
16880,5.824569,23.048655,570.5258284395953,SHA,CA
10943,-4.115672,37.69897,329.19180088346644,CUU,AM
16966,4.940564,26.689222,488.1936073323416,SZX,CA
34409,14.061292,-35.478752,2180.49495951135,PUQ,JJ
9896,23.05143,-40.859436,2779.9424541114654,PTY,AF
4198,6.8765364,16.153326,722.6867080616067,PNQ,9W
33009,-2.3318565,-7.5684605,1229.441879753691,ZAG,IB
25534,-12.092663,29.42362,549.3096024263966,STL,FL
67313,6.2623487,10.978495,834.5078680495141,WUA,ZH
57023,-17.06654,17.236252,734.3530526388116,LBB,UA
59513,-7.857157,35.14841,428.57257724310887,LAX,US
13622,2.466837,-23.482212,1599.4668042592991,PMO,AZ
13571,29.240759,-44.48231,3443.1613452881306,NBO,AZ
16969,5.1849885,22.758467,576.276378294366,SZX,CA
66970,5.360368,-19.794758,1534.3372232268869,KMG,ZH
16129,8.270707,-28.616594,1781.1957802145341,CGQ,CA
13103,14.184592,-37.015938,2229.565679627245,BLQ,AZ
50878,1.704134,-20.641504,1528.476972284757,KLV,SU
67260,3.6381762,-15.039506,1409.9498649266511,TNA,ZH
42808,6.6778684,2.9122808,997.2012684984835,DLC,NH
48641,33.128227,-46.91848,4727.259684690521,MUC,S7
6753,32.574406,-45.990234,4104.686595514186,SEA,AA
34669,5.891334,-20.455067,1553.3438825760197,KIX,JL
19435,6.0169826,2.2923138,1007.9496445320623,XMN,CZ
18616,6.011974,17.75141,681.8738390374103,HSN,CZ
10970,-16.991713,2.4174433,948.3307869896344,GDL,AM
17217,5.055419,23.43588,561.3796849894189,XMN,CA
31332,4.42288,28.207584,445.1449266358601,HKG,HU
32686,-2.0186145,-8.864567,1270.9016140085373,MAD,IB
32270,30.558697,-44.542664,3599.883987412828,BCN,IB
20611,-17.23116,8.412823,856.4243061713111,DTW,DL
50515,4.214686,32.71437,235.56776702528242,REP,SQ
59318,-6.123662,35.388992,399.0390135031958,GSO,US
25075,-12.169012,-7.2373366,1141.0753333344596,EWR,FL
57168,-7.5933986,34.85088,428.57257724310887,MRY,UA
42435,4.5467367,30.300877,368.33877513092835,WNZ,MU
25255,-5.061156,-16.832096,1437.3400163380295,MDW,FL
6960,-13.414929,25.577587,607.0884895838692,YOW,AA
32391,1.4552402,27.600044,453.4685822879098,BOD,IB
32502,-2.291181,-0.7389129,1068.833686472654,GOT,IB
29854,5.747023,16.159712,717.8260663730083,TPE,GE
50609,25.209728,-43.16274,2993.24564460939,SIN,SQ
17133,6.488847,10.954533,835.246131153318,WUH,CA
41927,4.583294,29.437983,404.7265414216648,NAY,MU
66779,4.973773,-3.3667753,1127.3578424166913,CTU,ZH
62450,28.555092,-43.586624,3328.5780712458677,EBL,W2
54011,32.42327,-45.540794,3980.528602553078,YUL,TS
20904,-1.6842513,39.484077,247.30292239019502,INL,DL
57069,-9.516157,32.464367,484.6439036839163,LRD,UA
56726,-1.702028,-22.883436,1485.828012139484,IAH,UA
33220,-3.1808968,8.359234,866.6539186577961,STR,IG
32388,-3.3767767,9.933269,831.3202252007096,BLQ,IB
32876,1.4050258,27.28519,467.56389986107337,PMI,IB
59378,-10.498599,30.787062,515.2548341106861,ILM,US
67275,13.771758,-37.76635,2233.530743431901,TSN,ZH
13210,28.163464,-43.753178,3300.109724333543,CMB,AZ
64861,-15.215821,21.853497,664.2462461278508,YYZ,WS
17112,6.339819,6.1179338,929.9979998960487,WNZ,CA
55964,-16.63744,5.89278,893.8160893493855,CLE,UA
5804,3.0876498,-26.002874,1675.8560299273577,LHR,AA
33096,-1.9247766,-9.585502,1296.7090758937477,BRI,IG
36978,22.019432,-40.2727,2689.181913071905,YYC,KL
21791,-5.2316256,37.222656,356.60781303109263,SLC,DL
58097,25.476154,-43.036728,3007.713585525812,SEZ,UL
13760,1.356716,25.27917,530.4480272884257,VCE,AZ
19222,9.102656,-30.161535,1863.4019871814776,TSN,CZ
66898,9.858794,-31.313087,1932.4884995411953,HRB,ZH
66744,5.103677,-18.926823,1511.0434362676215,CTU,ZH
9253,20.696402,-41.13815,2648.420817398125,CAN,AF
32887,6.802746,-32.218628,1861.8494313269127,PTY,IB
36825,17.36967,-38.969025,2409.7862241662365,NBO,KL
6513,-13.978324,23.946814,634.4819861279402,PHL,AA
5577,-6.1246104,35.34177,399.62924890611106,ISP,AA
56433,-10.331885,-10.36307,1209.8413800799547,FCA,UA
44292,1.4840055,24.35753,564.1522802266165,SKG,OA
67296,5.0163155,3.047342,997.8822900667134,URC,ZH
57303,-1.5510008,38.956497,251.6273168935234,ORD,UA
37578,-2.1509047,37.881203,289.87253921173357,BGA,LA
50623,25.216753,-43.1044,2993.24564460939,XMN,SQ
21765,-16.810743,6.4888573,885.5733939633426,SHV,DL
6210,31.743748,-44.49473,3776.959826221359,OGG,AA
32653,-1.2429559,-16.544601,1377.5380766119608,LPA,IB
41539,5.6409035,17.251066,691.7166146247383,ENY,MU
56195,-8.218913,-13.004046,1274.3195847791578,DEN,UA
33010,-3.35899,8.876297,856.5296912872802,ZRH,IB
187,6.2287188,0.6235163,1039.9236312136568,GES,2P
17113,5.712748,0.19278358,1051.3520594374472,WNZ,CA
7957,-10.799331,30.27369,526.0363225770185,LGA,AC
11627,7.6948633,-33.572018,1934.858633034494,DFW,AS
9443,4.877837,21.97002,596.7081267163255,CNX,AF
9066,-15.394661,19.442225,696.3169163964758,ATL,AF
5099,-14.591012,23.72808,636.9195642933923,DCA,AA
58959,-10.527622,30.82877,515.2548341106861,DCA,US
57245,6.272817,-31.496218,1819.7552438970686,OMA,UA
4033,3.9216127,-20.650846,1546.8398946011116,CCU,9W
